date,parent_region,region,confirmed,recovered,deaths
2020-03-08,China,Hong Kong,114.0,58.0,3.0
2020-03-08,global,Philippinen,10.0,1.0,1.0
2020-03-08,China,Tibet,1.0,1.0,0.0
2020-03-08,Frankreich,Saint Barthélemy,3.0,0.0,0.0
2020-03-08,global,Ungarn,7.0,0.0,0.0
2020-03-08,China,Anhui,990.0,984.0,6.0
2020-03-08,global,Kroatien,12.0,0.0,0.0
2020-03-08,Australien,Western Australia,3.0,0.0,1.0
2020-03-08,Großbritannien,Gibraltar,1.0,0.0,0.0
2020-03-08,global,Indien,39.0,3.0,0.0
2020-03-08,global,Nepal,1.0,1.0,0.0
2020-03-08,Kanada,Quebec,4.0,0.0,0.0
2020-03-08,global,Liechtenstein,1.0,0.0,0.0
2020-03-08,global,Algerien,19.0,0.0,0.0
2020-03-08,China,Hunan,1018.0,968.0,4.0
2020-03-08,China,Gansu,124.0,87.0,2.0
2020-03-08,global,Polen,11.0,0.0,0.0
2020-03-08,global,Dominikanische Republik,5.0,0.0,0.0
2020-03-08,global,Italien,7375.0,622.0,366.0
2020-03-08,global,Griechenland,73.0,0.0,0.0
2020-03-08,global,Tunesien,2.0,0.0,0.0
2020-03-08,global,Russland,17.0,3.0,0.0
2020-03-08,Australien,New South Wales,38.0,4.0,2.0
2020-03-08,global,Dänemark,35.0,1.0,0.0
2020-03-08,China,Hebei,318.0,307.0,6.0
2020-03-08,global,Estland,10.0,0.0,0.0
2020-03-08,Kanada,Alberta,4.0,0.0,0.0
2020-03-08,global,Slowenien,16.0,0.0,0.0
2020-03-08,global,Schweden,203.0,0.0,0.0
2020-03-08,global,Südafrika,3.0,0.0,0.0
2020-03-08,global,Armenien,1.0,0.0,0.0
2020-03-08,global,Bhutan,1.0,0.0,0.0
2020-03-08,China,Guizhou,146.0,117.0,2.0
2020-03-08,global,Kuwait,64.0,1.0,0.0
2020-03-08,China,Ningxia,75.0,71.0,0.0
2020-03-08,China,Henan,1272.0,1247.0,22.0
2020-03-08,global,Nigeria,1.0,0.0,0.0
2020-03-08,global,Spanien,673.0,30.0,17.0
2020-03-08,global,Singapur,150.0,78.0,0.0
2020-03-08,global,Kamerun,2.0,0.0,0.0
2020-03-08,global,Kolumbien,1.0,0.0,0.0
2020-03-08,global,Vietnam,30.0,16.0,0.0
2020-03-08,Kanada,Ontario,29.0,4.0,0.0
2020-03-08,China,Shanxi,133.0,126.0,0.0
2020-03-08,global,Aserbaidschan,9.0,0.0,0.0
2020-03-08,Australien,South Australia,7.0,2.0,0.0
2020-03-08,China,Guangdong,1352.0,1256.0,7.0
2020-03-08,global,Costa Rica,5.0,0.0,0.0
2020-03-08,global,Peru,6.0,0.0,0.0
2020-03-08,global,Nordmazedonien,3.0,0.0,0.0
2020-03-08,global,Belgien,200.0,1.0,0.0
2020-03-08,global,Ägypten,49.0,1.0,1.0
2020-03-08,global,Serbien,1.0,0.0,0.0
2020-03-08,China,Fujian,296.0,295.0,1.0
2020-03-08,global,Frankreich,1126.0,12.0,19.0
2020-03-08,global,Bahrain,85.0,4.0,0.0
2020-03-08,global,Slowakei,3.0,0.0,0.0
2020-03-08,global,Neuseeland,5.0,0.0,0.0
2020-03-08,global,Libanon,32.0,1.0,0.0
2020-03-08,global,Niederlande,265.0,0.0,3.0
2020-03-08,global,Togo,1.0,0.0,0.0
2020-03-08,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",741.0,40.0,6.0
2020-03-08,global,Japan,502.0,76.0,6.0
2020-03-08,global,Ecuador,14.0,0.0,0.0
2020-03-08,global,Paraguay,1.0,0.0,0.0
2020-03-08,global,Südkorea,7314.0,118.0,50.0
2020-03-08,global,Afghanistan,4.0,0.0,0.0
2020-03-08,global,Malta,3.0,0.0,0.0
2020-03-08,global,Rumänien,15.0,3.0,0.0
2020-03-08,global,Thailand,50.0,31.0,1.0
2020-03-08,global,Irak,60.0,0.0,6.0
2020-03-08,global,Martinique,2.0,0.0,0.0
2020-03-08,global,Taiwan,45.0,13.0,1.0
2020-03-08,China,Tianjin,136.0,128.0,3.0
2020-03-08,global,Oman,16.0,2.0,0.0
2020-03-08,Frankreich,Französisch-Guyana,5.0,0.0,0.0
2020-03-08,global,Großbritannien,273.0,18.0,3.0
2020-03-08,global,Iran,6566.0,2134.0,194.0
2020-03-08,China,Guangxi,252.0,223.0,2.0
2020-03-08,global,Norwegen,176.0,0.0,0.0
2020-03-08,global,Bangladesch,3.0,0.0,0.0
2020-03-08,global,Bulgarien,4.0,0.0,0.0
2020-03-08,global,Katar,15.0,0.0,0.0
2020-03-08,global,Malediven,4.0,0.0,0.0
2020-03-08,China,Hubei (Wuhan),67707.0,45235.0,2986.0
2020-03-08,USA,Maryland,5.0,0.0,0.0
2020-03-08,USA,Indiana,2.0,0.0,0.0
2020-03-08,USA,California,95.0,2.0,1.0
2020-03-08,USA,New Jersey,5.0,0.0,0.0
2020-03-08,USA,Kentucky,1.0,0.0,0.0
2020-03-08,USA,Kansas,1.0,0.0,0.0
2020-03-08,USA,New York,106.0,0.0,0.0
2020-03-08,USA,Washington,122.0,1.0,18.0
2020-03-08,USA,Florida,10.0,0.0,2.0
2020-03-08,USA,Oregon,14.0,0.0,0.0
2020-03-08,USA,Massachusetts,22.0,1.0,0.0
2020-03-08,USA,Minnesota,1.0,0.0,0.0
2020-03-08,USA,Nevada,4.0,0.0,0.0
2020-03-08,USA,Pennsylvania,6.0,0.0,0.0
2020-03-08,USA,Illinois,7.0,2.0,0.0
2020-03-08,USA,Georgia,5.0,0.0,0.0
2020-03-08,USA,Tennessee,3.0,0.0,0.0
2020-03-08,USA,Missouri,1.0,0.0,0.0
2020-03-08,USA,Virginia,2.0,0.0,0.0
2020-03-08,USA,New Hampshire,4.0,0.0,0.0
2020-03-08,USA,District of Columbia,2.0,0.0,0.0
2020-03-08,USA,Arizona,4.0,1.0,0.0
2020-03-08,USA,North Carolina,2.0,0.0,0.0
2020-03-08,USA,Colorado,7.0,0.0,0.0
2020-03-08,USA,South Carolina,2.0,0.0,0.0
2020-03-08,USA,Utah,1.0,0.0,0.0
2020-03-08,USA,Hawaii,1.0,0.0,0.0
2020-03-08,USA,Texas,11.0,0.0,0.0
2020-03-08,USA,Oklahoma,1.0,0.0,0.0
2020-03-08,USA,Rhode Island,3.0,0.0,0.0
2020-03-08,USA,Vermont,1.0,0.0,0.0
2020-03-08,global,Bosnien und Herzegowina,3.0,0.0,0.0
2020-03-08,global,Brasilien,20.0,0.0,0.0
2020-03-08,China,Xinjiang,76.0,73.0,3.0
2020-03-09,global,Slowakei,3.0,0.0,0.0
2020-03-09,global,Brunei,1.0,0.0,0.0
2020-03-09,global,Indien,43.0,3.0,0.0
2020-03-09,Australien,Tasmania,2.0,0.0,0.0
2020-03-09,Kanada,British Columbia,32.0,4.0,1.0
2020-03-09,global,Nepal,1.0,1.0,0.0
2020-03-09,global,Chile,8.0,0.0,0.0
2020-03-09,global,Finnland,30.0,1.0,0.0
2020-03-09,global,Südkorea,7478.0,118.0,53.0
2020-03-09,global,Togo,1.0,0.0,0.0
2020-03-09,global,Armenien,1.0,0.0,0.0
2020-03-09,Deutschland,Schleswig-Holstein,9.0,0.0,0.0
2020-03-09,China,Hong Kong,115.0,59.0,3.0
2020-03-09,Deutschland,Sachsen,12.0,0.0,0.0
2020-03-09,global,Bosnien und Herzegowina,3.0,0.0,0.0
2020-03-09,global,Georgien,15.0,0.0,0.0
2020-03-09,China,Shanghai,342.0,315.0,3.0
2020-03-09,China,Ningxia,75.0,71.0,0.0
2020-03-09,Deutschland,Saarland,6.0,0.0,0.0
2020-03-09,global,Malta,3.0,0.0,0.0
2020-03-09,China,Shaanxi,245.0,227.0,1.0
2020-03-09,China,Hunan,1018.0,979.0,4.0
2020-03-09,global,Irak,60.0,3.0,6.0
2020-03-09,Deutschland,Rheinland-Pfalz,17.0,0.0,0.0
2020-03-09,Frankreich,Saint Martin,2.0,0.0,0.0
2020-03-09,Dänemark,Färöer,2.0,0.0,0.0
2020-03-09,Australien,New South Wales,48.0,4.0,2.0
2020-03-09,global,Nigeria,2.0,0.0,0.0
2020-03-09,Deutschland,Nordrhein-Westfalen,484.0,0.0,0.0
2020-03-09,global,Moldawien,1.0,0.0,0.0
2020-03-09,global,Sri Lanka,1.0,1.0,0.0
2020-03-09,China,Macau,10.0,10.0,0.0
2020-03-09,global,Monaco,1.0,0.0,0.0
2020-03-09,global,Jordanien,1.0,0.0,0.0
2020-03-09,China,Chongqing,576.0,542.0,6.0
2020-03-09,global,Martinique,2.0,0.0,0.0
2020-03-09,global,Slowenien,16.0,0.0,0.0
2020-03-09,global,Lettland,6.0,0.0,0.0
2020-03-09,Deutschland,Niedersachsen,38.0,0.0,0.0
2020-03-09,USA,"Kreuzfahrtschiff ""Grand Princess""",21.0,0.0,0.0
2020-03-09,China,Gansu,124.0,88.0,2.0
2020-03-09,global,Bulgarien,4.0,0.0,0.0
2020-03-09,global,Spanien,1073.0,32.0,28.0
2020-03-09,global,Frankreich,1209.0,12.0,19.0
2020-03-09,global,Afghanistan,4.0,0.0,0.0
2020-03-09,global,Norwegen,205.0,1.0,0.0
2020-03-09,global,Pakistan,6.0,1.0,0.0
2020-03-09,China,Innere Mongolei,75.0,70.0,1.0
2020-03-09,global,Dominikanische Republik,5.0,0.0,0.0
2020-03-09,global,Litauen,1.0,0.0,0.0
2020-03-09,China,Hebei,318.0,307.0,6.0
2020-03-09,global,Malediven,4.0,0.0,0.0
2020-03-09,global,Südafrika,3.0,0.0,0.0
2020-03-09,Deutschland,Mecklenburg-Vorpommern,10.0,0.0,0.0
2020-03-09,global,Ukraine,1.0,0.0,0.0
2020-03-09,global,Kambodscha,2.0,1.0,0.0
2020-03-09,global,Österreich,131.0,2.0,0.0
2020-03-09,China,Anhui,990.0,984.0,6.0
2020-03-09,global,San Marino,36.0,0.0,1.0
2020-03-09,global,Philippinen,20.0,1.0,1.0
2020-03-09,Australien,Queensland,15.0,8.0,0.0
2020-03-09,global,Bangladesch,3.0,0.0,0.0
2020-03-09,global,Marokko,2.0,0.0,0.0
2020-03-09,China,Qinghai,18.0,18.0,0.0
2020-03-09,global,Kroatien,12.0,0.0,0.0
2020-03-09,global,Kuwait,64.0,1.0,0.0
2020-03-09,China,Sichuan,539.0,466.0,3.0
2020-03-09,Frankreich,Französisch-Guyana,5.0,0.0,0.0
2020-03-09,Australien,Victoria,15.0,7.0,0.0
2020-03-09,China,Yunnan,174.0,170.0,2.0
2020-03-09,global,Bhutan,1.0,0.0,0.0
2020-03-09,China,Shanxi,133.0,127.0,0.0
2020-03-09,global,Paraguay,1.0,0.0,0.0
2020-03-09,global,Italien,9172.0,724.0,463.0
2020-03-09,global,Katar,18.0,0.0,0.0
2020-03-09,Australien,Western Australia,4.0,0.0,1.0
2020-03-09,global,Indonesien,19.0,0.0,0.0
2020-03-09,global,Ungarn,9.0,0.0,0.0
2020-03-09,China,Xinjiang,76.0,73.0,3.0
2020-03-09,Deutschland,Hessen,26.0,0.0,0.0
2020-03-09,global,Griechenland,73.0,0.0,0.0
2020-03-09,China,Guangdong,1352.0,1260.0,8.0
2020-03-09,Deutschland,Hamburg,17.0,0.0,0.0
2020-03-09,Deutschland,Bremen,4.0,0.0,0.0
2020-03-09,global,Libanon,32.0,1.0,0.0
2020-03-09,Deutschland,Brandenburg,6.0,0.0,0.0
2020-03-09,global,Kamerun,2.0,0.0,0.0
2020-03-09,China,Fujian,296.0,295.0,1.0
2020-03-09,global,Saudiarabien,15.0,0.0,0.0
2020-03-09,Deutschland,Thüringen,2.0,0.0,0.0
2020-03-09,global,Singapur,150.0,78.0,0.0
2020-03-09,global,Mexiko,7.0,1.0,0.0
2020-03-09,Australien,South Australia,7.0,2.0,0.0
2020-03-09,China,Hainan,168.0,159.0,6.0
2020-03-09,global,Rumänien,15.0,3.0,0.0
2020-03-09,China,Jiangxi,935.0,923.0,1.0
2020-03-09,global,Russland,17.0,3.0,0.0
2020-03-09,Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",741.0,40.0,6.0
2020-03-09,global,Ecuador,15.0,0.0,0.0
2020-03-09,global,Kolumbien,1.0,0.0,0.0
2020-03-09,global,Portugal,30.0,0.0,0.0
2020-03-09,global,Belarus,6.0,1.0,0.0
2020-03-09,global,Malaysia,117.0,24.0,0.0
2020-03-09,global,Brasilien,25.0,0.0,0.0
2020-03-09,China,Heilongjiang,481.0,430.0,13.0
2020-03-09,global,Irland,21.0,0.0,0.0
2020-03-09,global,Vereinigte Arabische Emirate,45.0,7.0,0.0
2020-03-09,global,Oman,16.0,2.0,0.0
2020-03-09,global,Senegal,4.0,1.0,0.0
2020-03-09,global,Liechtenstein,1.0,0.0,0.0
2020-03-09,Deutschland,Berlin,48.0,0.0,0.0
2020-03-09,global,Costa Rica,9.0,0.0,0.0
2020-03-09,global,Niederlande,321.0,0.0,3.0
2020-03-09,global,Tschechien,31.0,0.0,0.0
2020-03-09,Kanada,Ontario,34.0,4.0,0.0
2020-03-09,China,Jilin,93.0,91.0,1.0
2020-03-09,global,Großbritannien,321.0,18.0,4.0
2020-03-09,global,Dänemark,90.0,1.0,0.0
2020-03-09,China,Hubei (Wuhan),67743.0,46488.0,3008.0
2020-03-09,China,Henan,1272.0,1247.0,22.0
2020-03-09,China,Guangxi,252.0,230.0,2.0
2020-03-09,global,Vatikan,1.0,0.0,0.0
2020-03-09,China,Guizhou,146.0,123.0,2.0
2020-03-09,Deutschland,Bayern,256.0,14.0,0.0
2020-03-09,global,Ägypten,55.0,1.0,1.0
2020-03-09,Kanada,Alberta,7.0,0.0,0.0
2020-03-09,global,Vietnam,30.0,16.0,0.0
2020-03-09,global,Bahrain,95.0,14.0,0.0
2020-03-09,global,Israel,61.0,2.0,0.0
2020-03-09,global,Peru,7.0,0.0,0.0
2020-03-09,USA,Maryland,5.0,0.0,0.0
2020-03-09,USA,Indiana,3.0,0.0,0.0
2020-03-09,China,Shandong,758.0,700.0,6.0
2020-03-09,USA,California,101.0,2.0,1.0
2020-03-09,global,Andorra,1.0,0.0,0.0
2020-03-09,USA,New Jersey,5.0,0.0,0.0
2020-03-09,global,Schweiz,374.0,3.0,2.0
2020-03-09,USA,Kentucky,4.0,0.0,0.0
2020-03-09,global,Aserbaidschan,9.0,0.0,0.0
2020-03-09,USA,Kansas,1.0,0.0,0.0
2020-03-09,Deutschland,Baden-Württemberg,204.0,0.0,0.0
2020-03-09,USA,New York,142.0,0.0,0.0
2020-03-09,global,Polen,16.0,0.0,0.0
2020-03-09,USA,Washington,122.0,1.0,19.0
2020-03-09,global,Neuseeland,5.0,0.0,0.0
2020-03-09,USA,Florida,13.0,0.0,2.0
2020-03-09,global,Nordmazedonien,3.0,0.0,0.0
2020-03-09,USA,Oregon,14.0,0.0,0.0
2020-03-09,global,Algerien,20.0,0.0,0.0
2020-03-09,USA,Massachusetts,22.0,1.0,0.0
2020-03-09,global,Iran,7161.0,2394.0,237.0
2020-03-09,USA,Minnesota,2.0,0.0,0.0
2020-03-09,global,Argentinien,12.0,0.0,1.0
2020-03-09,USA,Nevada,4.0,0.0,0.0
2020-03-09,Kanada,Quebec,4.0,0.0,0.0
2020-03-09,USA,Pennsylvania,7.0,0.0,0.0
2020-03-09,global,Japan,511.0,76.0,10.0
2020-03-09,USA,Illinois,7.0,2.0,0.0
2020-03-09,China,Tianjin,136.0,130.0,3.0
2020-03-09,USA,Georgia,10.0,0.0,0.0
2020-03-09,global,Albanien,2.0,0.0,0.0
2020-03-09,USA,Tennessee,3.0,0.0,0.0
2020-03-09,China,Liaoning,125.0,109.0,1.0
2020-03-09,USA,Missouri,1.0,0.0,0.0
2020-03-09,China,Peking (Beijing),428.0,315.0,8.0
2020-03-09,USA,Virginia,2.0,0.0,0.0
2020-03-09,global,Serbien,1.0,0.0,0.0
2020-03-09,USA,New Hampshire,4.0,0.0,0.0
2020-03-09,Großbritannien,Gibraltar,1.0,0.0,0.0
2020-03-09,USA,District of Columbia,2.0,0.0,0.0
2020-03-09,China,Zhejiang,1215.0,1176.0,1.0
2020-03-09,USA,Arizona,4.0,1.0,0.0
2020-03-09,global,Belgien,239.0,1.0,0.0
2020-03-09,USA,North Carolina,2.0,0.0,0.0
2020-03-09,global,Taiwan,45.0,15.0,1.0
2020-03-09,USA,Colorado,7.0,0.0,0.0
2020-03-09,global,Thailand,50.0,31.0,1.0
2020-03-09,USA,South Carolina,3.0,0.0,0.0
2020-03-09,Frankreich,Saint Barthélemy,1.0,0.0,0.0
2020-03-09,USA,Utah,1.0,0.0,0.0
2020-03-09,global,Zypern,2.0,0.0,0.0
2020-03-09,USA,Hawaii,1.0,0.0,0.0
2020-03-09,global,Luxemburg,3.0,0.0,0.0
2020-03-09,USA,Texas,13.0,0.0,0.0
2020-03-09,global,Schweden,248.0,1.0,0.0
2020-03-09,USA,Oklahoma,1.0,0.0,0.0
2020-03-09,global,Island,58.0,0.0,0.0
2020-03-09,USA,Rhode Island,3.0,0.0,0.0
2020-03-09,China,Tibet,1.0,1.0,0.0
2020-03-09,USA,Vermont,1.0,0.0,0.0
2020-03-09,Deutschland,Repatriierte,2.0,2.0,0.0
2020-03-09,USA,Louisiana,1.0,0.0,0.0
2020-03-09,USA,Iowa,3.0,0.0,0.0
2020-03-09,USA,Nebraska,3.0,0.0,0.0
2020-03-09,global,Tunesien,2.0,0.0,0.0
2020-03-09,global,Estland,10.0,0.0,0.0
2020-03-09,China,Jiangsu,631.0,621.0,0.0
2020-03-10,China,Zhejiang,1215.0,1191.0,1.0
2020-03-10,USA,"Kreuzfahrtschiff ""Grand Princess""",21.0,0.0,0.0
2020-03-10,China,Guizhou,146.0,129.0,2.0
2020-03-10,global,Serbien,5.0,0.0,0.0
2020-03-10,USA,Colorado,15.0,0.0,0.0
2020-03-10,global,Island,69.0,1.0,0.0
2020-03-10,global,Peru,11.0,0.0,0.0
2020-03-10,global,Belgien,267.0,1.0,0.0
2020-03-10,China,Henan,1272.0,1247.0,22.0
2020-03-10,global,Algerien,20.0,0.0,0.0
2020-03-10,global,Litauen,1.0,0.0,0.0
2020-03-10,China,Qinghai,18.0,18.0,0.0
2020-03-10,China,Guangdong,1353.0,1274.0,8.0
2020-03-10,USA,Florida,15.0,0.0,2.0
2020-03-10,global,Mexiko,7.0,4.0,0.0
2020-03-10,global,Costa Rica,9.0,0.0,0.0
2020-03-10,USA,New Jersey,15.0,0.0,1.0
2020-03-10,global,Frankreich,1784.0,12.0,33.0
2020-03-10,global,Neuseeland,5.0,0.0,0.0
2020-03-10,global,Kolumbien,3.0,0.0,0.0
2020-03-10,global,Südkorea,7513.0,247.0,54.0
2020-03-10,Australien,South Australia,7.0,2.0,0.0
2020-03-10,China,Tianjin,136.0,131.0,3.0
2020-03-10,USA,Oregon,15.0,0.0,0.0
2020-03-10,global,Nigeria,2.0,0.0,0.0
2020-03-10,global,Kamerun,2.0,0.0,0.0
2020-03-10,Australien,Western Australia,6.0,0.0,1.0
2020-03-10,USA,Texas,13.0,0.0,0.0
2020-03-10,global,Spanien,1695.0,32.0,35.0
2020-03-10,global,Iran,8042.0,2731.0,291.0
2020-03-10,global,Irland,34.0,0.0,0.0
2020-03-10,global,Bhutan,1.0,0.0,0.0
2020-03-10,global,Russland,20.0,3.0,0.0
2020-03-10,China,Hubei (Wuhan),67760.0,47743.0,3024.0
2020-03-10,USA,Illinois,12.0,2.0,0.0
2020-03-10,global,Luxemburg,5.0,0.0,0.0
2020-03-10,global,Südafrika,7.0,0.0,0.0
2020-03-10,USA,Pennsylvania,12.0,0.0,0.0
2020-03-10,China,Shanxi,133.0,131.0,0.0
2020-03-10,global,Schweden,355.0,1.0,0.0
2020-03-10,global,Kuwait,69.0,1.0,0.0
2020-03-10,global,Monaco,1.0,0.0,0.0
2020-03-10,USA,Iowa,8.0,0.0,0.0
2020-03-10,global,Slowenien,31.0,0.0,0.0
2020-03-10,USA,Maryland,8.0,0.0,0.0
2020-03-10,global,Katar,24.0,0.0,0.0
2020-03-10,global,Italien,10149.0,724.0,631.0
2020-03-10,China,Gansu,125.0,88.0,2.0
2020-03-10,global,Bosnien und Herzegowina,5.0,0.0,0.0
2020-03-10,global,Vietnam,31.0,16.0,0.0
2020-03-10,global,Tunesien,5.0,0.0,0.0
2020-03-10,global,Bahrain,110.0,22.0,0.0
2020-03-10,global,Ecuador,15.0,0.0,0.0
2020-03-10,USA,North Carolina,7.0,0.0,0.0
2020-03-10,global,Indien,56.0,4.0,0.0
2020-03-10,USA,South Carolina,7.0,0.0,0.0
2020-03-10,global,Polen,22.0,0.0,0.0
2020-03-10,USA,Tennessee,7.0,0.0,0.0
2020-03-10,USA,Virginia,7.0,0.0,0.0
2020-03-10,global,Philippinen,33.0,2.0,1.0
2020-03-10,global,Liechtenstein,1.0,0.0,0.0
2020-03-10,global,Aserbaidschan,11.0,0.0,0.0
2020-03-10,global,Taiwan,47.0,17.0,1.0
2020-03-10,Australien,Northern Territory,1.0,0.0,0.0
2020-03-10,USA,Arizona,6.0,1.0,0.0
2020-03-10,global,Vereinigte Arabische Emirate,74.0,12.0,0.0
2020-03-10,USA,Indiana,6.0,0.0,0.0
2020-03-10,China,Hong Kong,120.0,65.0,3.0
2020-03-10,global,Ungarn,9.0,0.0,0.0
2020-03-10,USA,Kentucky,6.0,0.0,0.0
2020-03-10,global,Finnland,40.0,1.0,0.0
2020-03-10,global,Ukraine,1.0,0.0,0.0
2020-03-10,China,Ningxia,75.0,71.0,0.0
2020-03-10,USA,District of Columbia,5.0,0.0,0.0
2020-03-10,global,Jordanien,1.0,0.0,0.0
2020-03-10,USA,Nevada,4.0,0.0,0.0
2020-03-10,global,Afghanistan,5.0,0.0,0.0
2020-03-10,global,Armenien,1.0,0.0,0.0
2020-03-10,global,Sri Lanka,1.0,1.0,0.0
2020-03-10,USA,Vermont,1.0,0.0,0.0
2020-03-10,USA,New Hampshire,4.0,0.0,0.0
2020-03-10,global,Chile,13.0,0.0,0.0
2020-03-10,Deutschland,Repatriierte,2.0,2.0,0.0
2020-03-10,USA,Minnesota,3.0,0.0,0.0
2020-03-10,global,Kambodscha,2.0,1.0,0.0
2020-03-10,USA,Missouri,1.0,0.0,0.0
2020-03-10,Deutschland,Thüringen,8.0,0.0,0.0
2020-03-10,Deutschland,Schleswig-Holstein,9.0,0.0,0.0
2020-03-10,Deutschland,Sachsen-Anhalt,8.0,0.0,0.0
2020-03-10,global,Argentinien,17.0,0.0,1.0
2020-03-10,USA,Louisiana,1.0,0.0,0.0
2020-03-10,Deutschland,Sachsen,24.0,0.0,0.0
2020-03-10,Deutschland,Saarland,7.0,0.0,0.0
2020-03-10,Deutschland,Rheinland-Pfalz,25.0,1.0,0.0
2020-03-10,global,Dominikanische Republik,5.0,0.0,0.0
2020-03-10,China,Liaoning,125.0,111.0,1.0
2020-03-10,China,Innere Mongolei,75.0,70.0,1.0
2020-03-10,USA,Nebraska,3.0,0.0,0.0
2020-03-10,Deutschland,Nordrhein-Westfalen,648.0,0.0,2.0
2020-03-10,Deutschland,Niedersachsen,66.0,1.0,0.0
2020-03-10,Deutschland,Mecklenburg-Vorpommern,13.0,0.0,0.0
2020-03-10,Australien,Queensland,18.0,8.0,0.0
2020-03-10,USA,Kansas,1.0,0.0,0.0
2020-03-10,Deutschland,Hessen,35.0,0.0,0.0
2020-03-10,Deutschland,Hamburg,35.0,0.0,0.0
2020-03-10,Deutschland,Bremen,22.0,0.0,0.0
2020-03-10,global,Großbritannien,382.0,18.0,6.0
2020-03-10,USA,Ohio,3.0,0.0,0.0
2020-03-10,global,Panama,1.0,0.0,0.0
2020-03-10,Deutschland,Brandenburg,16.0,0.0,0.0
2020-03-10,Deutschland,Berlin,58.0,0.0,0.0
2020-03-10,Deutschland,Bayern,314.0,14.0,0.0
2020-03-10,global,Senegal,4.0,1.0,0.0
2020-03-10,global,Indonesien,27.0,2.0,0.0
2020-03-10,USA,Rhode Island,3.0,0.0,0.0
2020-03-10,global,Mongolei,1.0,0.0,0.0
2020-03-10,Deutschland,Baden-Württemberg,277.0,2.0,0.0
2020-03-10,global,Nepal,1.0,1.0,0.0
2020-03-10,global,Saudiarabien,20.0,1.0,0.0
2020-03-10,USA,Wisconsin,3.0,1.0,0.0
2020-03-10,Australien,Victoria,18.0,7.0,0.0
2020-03-10,global,Vatikan,1.0,0.0,0.0
2020-03-10,China,Jilin,93.0,91.0,1.0
2020-03-10,global,Marokko,3.0,0.0,1.0
2020-03-10,global,Portugal,41.0,0.0,0.0
2020-03-10,global,Malaysia,129.0,24.0,0.0
2020-03-10,China,Xinjiang,76.0,73.0,3.0
2020-03-10,USA,Connecticut,2.0,0.0,0.0
2020-03-10,global,Burkina Faso,1.0,0.0,0.0
2020-03-10,Australien,New South Wales,55.0,4.0,2.0
2020-03-10,global,Tschechien,41.0,0.0,0.0
2020-03-10,global,Lettland,8.0,1.0,0.0
2020-03-10,global,Andorra,1.0,0.0,0.0
2020-03-10,global,Pakistan,16.0,1.0,0.0
2020-03-10,USA,Oklahoma,2.0,0.0,0.0
2020-03-10,USA,Utah,2.0,0.0,0.0
2020-03-10,Kanada,British Columbia,32.0,4.0,1.0
2020-03-10,Australien,Tasmania,2.0,0.0,0.0
2020-03-10,global,San Marino,51.0,0.0,2.0
2020-03-10,global,Kroatien,14.0,0.0,0.0
2020-03-10,China,Hunan,1018.0,990.0,4.0
2020-03-10,global,Slowakei,7.0,0.0,0.0
2020-03-10,USA,Massachusetts,92.0,1.0,0.0
2020-03-10,China,Macau,10.0,10.0,0.0
2020-03-10,China,Anhui,990.0,984.0,6.0
2020-03-10,global,Togo,1.0,0.0,0.0
2020-03-10,global,Estland,12.0,0.0,0.0
2020-03-10,China,Jiangxi,935.0,927.0,1.0
2020-03-10,global,Libanon,41.0,1.0,1.0
2020-03-10,global,Moldawien,3.0,0.0,0.0
2020-03-10,global,Rumänien,25.0,3.0,0.0
2020-03-10,global,Schweiz,491.0,3.0,3.0
2020-03-10,global,Malta,5.0,0.0,0.0
2020-03-10,China,Hainan,168.0,159.0,6.0
2020-03-10,global,Martinique,2.0,0.0,0.0
2020-03-10,China,Shandong,758.0,719.0,6.0
2020-03-10,Dänemark,Färöer,2.0,0.0,0.0
2020-03-10,China,Jiangsu,631.0,627.0,0.0
2020-03-10,global,Bulgarien,4.0,0.0,0.0
2020-03-10,USA,California,144.0,2.0,2.0
2020-03-10,global,Norwegen,400.0,1.0,0.0
2020-03-10,China,Chongqing,576.0,547.0,6.0
2020-03-10,Frankreich,Saint Martin,2.0,0.0,0.0
2020-03-10,China,Sichuan,539.0,478.0,3.0
2020-03-10,global,Malediven,6.0,0.0,0.0
2020-03-10,Großbritannien,Kanalinseln,1.0,0.0,0.0
2020-03-10,global,Oman,18.0,9.0,0.0
2020-03-10,China,Yunnan,174.0,170.0,2.0
2020-03-10,global,Nordmazedonien,7.0,0.0,0.0
2020-03-10,global,Österreich,182.0,4.0,0.0
2020-03-10,China,Heilongjiang,481.0,434.0,13.0
2020-03-10,global,Bangladesch,3.0,0.0,0.0
2020-03-10,Frankreich,Französisch-Guyana,5.0,0.0,0.0
2020-03-10,global,Paraguay,1.0,0.0,0.0
2020-03-10,global,Singapur,160.0,78.0,0.0
2020-03-10,global,Dänemark,262.0,1.0,0.0
2020-03-10,USA,New York,173.0,0.0,0.0
2020-03-10,global,Griechenland,89.0,0.0,0.0
2020-03-10,USA,Washington,267.0,1.0,23.0
2020-03-10,China,Peking (Beijing),429.0,320.0,8.0
2020-03-10,global,Belarus,9.0,3.0,0.0
2020-03-10,Kanada,Ontario,36.0,4.0,0.0
